,precip,evap,precipHDO,precipH218O,evapH218O,tsol,decimalyear,precipd18O,tp,precip_adjust,tp_adjust
1980-03-22 12:00:00,7.940921e-06,-1.07236076e-07,8.0644724e-10,1.5205467e-08,-2.0332581e-10,225.40558,1980.22131147541,-45.070760167574846,0.6860955743999999,6.857293126916581e-06,0.5920277619075947
1980-03-23 12:00:00,3.7641087e-06,-2.1342082e-07,3.6674255e-10,7.176335e-09,-4.0275228e-10,228.49626,1980.224043715847,-49.213839757014995,0.32521899168,3.250453784576992e-06,0.2806295200818526
1980-03-24 12:00:00,2.2205943e-06,-1.611936e-07,2.2373159e-10,4.2480295e-09,-3.0279312e-10,226.10968,1980.226775956284,-45.97312856525062,0.19185934752,1.917569263195055e-06,0.1655542818690378
1980-03-25 12:00:00,2.7826716e-06,-9.5491814e-08,2.8149846e-10,5.325557e-09,-1.7882304e-10,223.02113,1980.229508196721,-45.56713425938142,0.24042282624,2.402944801635222e-06,0.207459416794579
1980-03-26 12:00:00,3.3359195e-06,-2.3019194e-08,3.4682288e-10,6.4047274e-09,-4.3002445e-11,219.69392,1980.2322404371585,-42.52511302511098,0.2882234448,2.880695810888561e-06,0.2487062842570656
1980-03-27 12:00:00,3.3506115e-06,-1.4547612e-08,3.491852e-10,6.4326486e-09,-2.7300365e-11,218.89807,1980.234972677596,-42.5677394145071,0.2894928336,2.893382922449129e-06,0.2498016322498169
1980-03-28 12:00:00,3.2112114e-06,-3.576485e-09,3.3049505e-10,6.1567973e-09,-6.7466237e-12,217.13454,1980.2377049180327,-43.84508303649838,0.27744866496,2.7730055320152632e-06,0.2394087912666747
1980-03-29 12:00:00,1.5768719e-06,-3.0616864e-08,1.5400768e-10,3.008672e-09,-5.726641e-11,215.8418,1980.24043715847,-48.473836498883166,0.13624173216,1.3616900157926131e-06,0.1175621746862834
1980-03-30 12:00:00,1.5545801e-07,-2.0034943e-08,1.3107404e-11,2.9276875e-10,-3.7278527e-11,214.03781,1980.2431693989072,-60.80900805821909,0.013431572064,1.3424401823127685e-07,0.0115900230881163
1980-03-31 12:00:00,6.8435777e-09,-7.938295e-09,5.2058515e-13,1.2767834e-11,-1.4768499e-11,216.63339,1980.2459016393443,-69.58580171214119,0.00059128511328,5.909694646972258e-09,0.0005102163828568
1980-04-01 12:00:00,6.803234e-08,-2.3870645e-09,5.7134987e-12,1.2800369e-10,-4.481393e-12,217.22342,1980.2486338797808,-61.68343271019461,0.005877994176,5.8748562980295613e-08,0.0050720859693146
1980-04-02 12:00:00,1.2238414e-06,-2.177895e-08,1.1657089e-10,2.3286353e-09,-4.0644453e-11,217.63081,1980.2513661202183,-51.103946568292656,0.10573989696,1.0568344932100403e-06,0.0912423237772869
1980-04-03 12:00:00,1.7790245e-07,-7.007109e-09,1.621814e-11,3.3707537e-10,-1.3026307e-11,211.7638,1980.254098360656,-55.09663650380282,0.0153707716799999,1.5362566226847249e-07,0.0132633468222863
1980-04-04 12:00:00,1.7593209e-07,-5.183716e-09,1.5804072e-11,3.3295247e-10,-9.557079e-12,208.64961,1980.2568306010928,-56.20106457014097,0.0152005325759999,1.519241800240891e-07,0.0131164485190602
1980-04-05 12:00:00,1.5751579e-07,-1.2025051e-09,1.3333903e-11,2.966301e-10,-2.1961196e-12,204.90424,1980.25956284153,-60.85332219891882,0.013609364256,1.3602099103464644e-07,0.0117434389057398
1980-04-06 12:00:00,9.8436246e-08,-5.5909516e-10,8.080013e-12,1.8486111e-10,-1.0227205e-12,201.9654,1980.2622950819675,-63.446011876506674,0.0085048916544,8.500351447083657e-08,0.0073388200701109
1980-04-07 12:00:00,1.1083607e-07,-4.263727e-10,9.280008e-12,2.0846763e-10,-7.867171e-13,201.73053,1980.2650273224044,-62.00653023580905,0.009576236448,9.571124319527233e-08,0.0082632770758874
1980-04-08 12:00:00,2.3301725e-07,-4.8538666e-09,2.0403465e-11,4.402442e-10,-8.974641e-12,204.21559,1980.267759562841,-57.78964129667253,0.0201326904,2.012194286881841e-07,0.0173723779651456
1980-04-09 12:00:00,1.1063956e-07,-9.663635e-09,9.471572e-12,2.0852901e-10,-1.7879686e-11,206.04024,1980.270491803279,-60.06386605972448,0.009559257984,9.554154919222529e-08,0.0082486264609912
1980-04-10 12:00:00,7.8031874e-08,-1.6416087e-09,6.9021676e-12,1.4754344e-10,-3.03091e-12,204.00272,1980.273224043716,-57.04672770542586,0.0067419539136,6.738354823837449e-08,0.0058175916523631
1980-04-11 12:00:00,1.3225481e-07,-4.1744552e-10,1.1344599e-11,2.494828e-10,-7.703767e-13,202.09897,1980.275956284153,-59.25604199125337,0.011426815584,1.14207155519449e-07,0.0098601307286414
